word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
záťah	-	+	2	h	áa	a		"-uuzatvorenie únikovej cesty: poľovníci urobili z. na vysokú zver;z. rybníka výlov ťahaním siete●ísť na z. kradnúť ap."	
zatratenec	+	-	4	c	aaee	e	ec	"-ncazatratený človek: večný z."	
zátylok	+	+	3	k	áyo	o	ok	"-lka/-lkučasť hlavy za tylom smerom ku krku: mohutný z., škrabať sa na z-u"	
záujemca	-	+	4		áuea	a		"-u-oviakto má o niečo záujem : z. o kúpu domu, z-ovia o vstupenky;"	
záujem	-	+	3	m	áue	e		"-jmu 1. sústredená (dlhodobejšia) pozornosť: sledovať niekoho, niečo so z-om, bez z-u;byť stredobodom z-u;stratiť z. o niekoho, o niečo2. úžitok, prospech, osoh: verejný z., osobné z-y;brániť svoje z-y, rešpektovať z-y kolektívu;je v našom z-e, aby sa vec vyriešila3. záľuba , náklonnosť: filatelistické z-y;z. o hudbu4. predmet sústredenej pozornosti, záľuby, úsilia: mocenské z-y, sféra životných z-ov;venovať sa svojim z-om□ mať, prejavovať z. zaujímať sa;"	абстрактное понятие
závan	-	+	2	n	áa	a		"-uzavanutie: chladný z. (vzduchu);"	
záväzok	-	+	3	k	áäo	o	ok	"-zkupovinnosť vyplývajúca zo záväzného sľubu, zmluvy ap.: spoločenský, peňažný z.;mať z-y voči štátu;plniť svoje z-y;"	абстрактное понятие
závej	+	-	2	j	áe	e		"-anaviata vyvýšenina (snehu): snehové z-e, brodiť sa z-mi (snehu)"	
záver	-	+	2	r	áe	e		"-u 1. posledná, koncová časť: z. básne, článku;rokovanie sa blíži k z-u;povedať niečo na z.2. výsledok uvažovania, poznávacej činnosti, rokovania ap.: logický z., vyvodiť z-y;dôjsť, prísť k z-u;z-y porady3. uzatvárajúca súčiastka, uzáver: z. lisu, z. pušky;uvoľniť z.; z. prekážka vzduchovému prúdu pri artikulácii;"	абстрактное понятие
záves	-	+	2	s	áe	e		"-u 1. zavesený kus látky ap.: dekoračný z., zakryť okno z-om, predeliť izbu z-om, odhrnúť z.2. súčiastka na zavesenie (pohyblivých) predmetov: okenný z.;z. olovnice;vybrať dvere zo z-ov3. vlek : traktor s vlečkou v z-e□ byť v z-e nasledovať tesne za niečím, niekým;"	
závet	-	+	2	t	áe	e		"-utestament: napísať, zrušiť z.;"	абстрактное понятие
závistlivec	+	-	4	c	áiie	e	ec	"-vcazávistlivý človek, nežičlivec, neprajník;"	
závod	-	+	2	d	áo	o		"-ujednotka vyvíjajúca istú hosp. činnosť, podnik; jeho organizačne samostatná časť: poľnohospodársky z., lesný z.;odštepný z.;"	
závoj	+	-	2	j	áo	o		"-asplývajúca obyč. priesvitná látka zahaľujúca tvár, plecia ženy: svadobný z., smútočný z.;"	вещество
závojček	+	-	3	k	áoe	e	ček	"-a"	
závrat	-	+	2	t	áa	a		"-upocit porušenia teles. rovnováhy: dostať z.;chytá ho, zmocňuje sa ho z."	
zážitok	-	+	3	k	áio	o	ok	"-tkučo človek zažil: prázdninové z-y, citový, umelecký z.;rozprávať o svojich z-och;"	абстрактное понятие
záznamník	+	-	3	k	áaí	í	ník	"-a 1. písanka na záznamy2. prístroj na záznam telef. odkazov ap. (v čase neprítomnosti volaného): telefónny, redakčný z."	
záznam	-	+	2	m	áa	a		"-u 1. zaznamenaný text, zápis: úradný z.2. zaznamenanie : magnetofónový, filmový z.;pozerať zápas zo z-u;"	
zázrak	-	+	2	k	áa	a		"-u 1. čin, jav spôsobený nadprirodzeným zásahom:Ježišove z-y;rozprávkový svet z-ov2. niečo neobyčajné, zvláštne, div, čudo: prírodný z., z. techniky;robiť (v práci) z-y; ty z. starý!● (prežil to) akoby z-om náhodou;bol by to z. (nad z-y), keby sa to podarilo a) veľké čudo b) veľké prekvapenie"	
zbabelec	+	-	3	c	aee	e	ec	"-lcazbabelý človek: správať sa, ujsť ako z."	
zbeh	+	-	1	h	e	e		"-a-oviavojak, kt. zbehol, dezertér"	
zberač	+	-	2	č	ea	a	č	"-a-ekonštrukcia, nástroj na zberanie niečoho: z. odpadových vôd, z. trolejového vedenia"	артефакт
žblnkot	-	+	1	t	o	o	ot	"-užblnkotanie: ž. bystriny"	
zbojník	+	-	2	k	oí	í	ník	"-a-ci 1. kto zbíja: družina z-ov;2.lapaj , beťár: ty z. akýsi!"	
zborista	-	+	3		oia	a		"-učlen zboru ;"	
zbormajster	+	-	3	r	oae	e		"-travedúci speváckeho zboru;"	
zborníček	+	-	3	k	oíe	e	íček	"-čka"	
zborník	+	-	2	k	oí	í	ník	"-asúbor tematicky príbuzných ved., umel. prác: z. štúdií a článkov, z. stredovekej poézie;"	
zbožňovateľ	+	-	4	ľ	ooae	e		"-a-iactiteľ, obdivovateľ: z. umenia;mať veľa z-ov;"	
zbrojár	+	-	2	r	oá	á		"-apriemyselník v oblasti výr. zbraní;"	
zbrojnoš	+	-	2	š	oo	o	oš	"-av stredoveku sluha starajúci sa o pánovu výzbroj: kráľovskí z-i"	абстрактное понятие
zdrap	-	+	1	p	a	a		"-uodtrhnutý, neforemný kus: z. papiera, látky"	
zdravotník	+	-	3	k	aoí	í	ník	"-a-cipracovník v zdravotníctve;"	
zdroj	+	-	1	j	o	o		"-a 1. miesto, odkiaľ sa niečo čerpá, získava, z čoho niečo vychádza, prameň: vodný z., z. svetla, z. príjmov, z. poznania2.čo spôsobuje vznik, jestvovanie niečoho, pôvodca: z. inšpirácie, starostí;práca je z-om blahobytu;"	
zeman	+	-	2	n	ea	a		"-a-iapríslušník nižšej šľachty;"	
zememerač	+	-	4	č	eeea	a	č	"-ageodet;"	
zemepán	+	-	3	n	eeá	á		"-afeudál; statkár"	
zemepisec	+	-	4	c	eeie	e	ec	NOT FOUND	
zemepis	-	+	3	s	eei	i		"-uveda o prír., hosp. a spoloč. pomeroch v rozlič. oblastiach zemského povrchu; príslušný vyučovací predmet, geografia: hospodársky z., z. Európy;hodina z-u;listovať v z-e v učebnici;"	
zemiačik	+	-	4	k	eiai	i	ik	"-a/-čka"	
zemiak	+	-	3	k	eia	a		"-azemiaky -ov 1. úžitková hľuznatá rastlina s vňaťou,: skoré z-y2. jej hľuza použ. ako zelenina : sadiť, vyorávať z-y, čistiť, variť z-y●hovorí, akoby mal z. v ústach nezrozumiteľne;→ horúci z.;"	
zemiakar	+	-	4	r	eiaa	a		NOT FOUND	
ženáč	+	-	2	č	eá	á	č	"-aženatý muž: mladý, starý ž."	
ženšen	+	+	2	n	ee	e		NOT FOUND	
zhanobiteľ	+	-	4	ľ	aoie	e		"-a-iakto niečo zhanobil: z. štátnych symbolov, pamiatky mŕtvych"	
zhluk	-	+	1	k	u	u		"-unahromadenie:z. kryštálov"	
zhon	-	+	1	n	o	o		"-unáhlivé vykonávanie nejakej činnosti, súra: pracovný z., odísť vo veľkom z-e"	абстрактное понятие
zhotovovateľ	+	-	5	ľ	oooae	e		"-a-iakto niečo zhotovuje al. zhotovil: z. stavby, diela, registra;"	
zhýralec	+	-	3	c	ýae	e	ec	"-lcazhýralý človek, zvrhlík"	
žiačik	+	-	3	k	iai	i	ik	NOT FOUND	
žiadateľ	+	-	4	ľ	iaae	e		"-a-iakto o niečo žiada: ž. o byt, o miesto;vyhovieť ž-ovi;"	
žiak	+	-	2	k	ia	a		"-a-ci 1. kto chodí do zákl. al. stred. školy, kurzu ap.: dobrý, zlý, usilovný ž., ž. 1. triedy, ž. ľudovej školy umenia2. člen najmladšej časti tel. a šport. organizácie (do 14 rokov): mladší, starší ž-i3. odchovanec, stúpenec, vyznávač: ž-i Ľ. Štúra, Metodovi ž-i;"	
žiarič	+	-	3	č	iai	i	č	"-azdroj žiarenia; prístroj na žiarenie, ožarovanie: rádioaktívny, infračervený, elektrický ž."	
židáčik	+	-	3	k	iái	i	ik	NOT FOUND	
židák	+	-	2	k	iá	á	ák	NOT FOUND	
žid	+	-	1	d	i	i		NOT FOUND	
židko	+	-	2		io	o	ko	NOT FOUND	
zimník	+	-	2	k	ií	í	ník	"-azimný kabát"	
ziskuchtivec	+	-	4	c	iuie	e	ec	"-vcaziskuchtivý človek"	
zisk	-	+	1	sk	i	i		"-u 1. čo bolo získané, úžitok, osoh, prospech: materiálne z-y;to neprináša nijaký z.; bodový z.2. kladný výsledok podnikania, obchodu ap., výnos, výťažok,strata: trhový, bilančný, čistý z., podiel na z-u, honba za z-om, predať niečo so z-om; nadhodnota v pomere k vloženému kapitálu získaná z hosp. činnosti;miera z-u pomer nadhodnoty k investovanému kapitálu vyjadrený v percentách;"	абстрактное понятие
živiteľ	+	-	3	ľ	iie	e		"-a-iakto poskytuje živobytie: ž. rodiny;"	
živnostník	+	-	3	k	ioí	í	ník	"-a-cikto vykonáva al. vlastní živnosť ;"	
živočichár	+	-	4	r	ioiá	á		"-aodborník pracujúci v živočíšnej výrobe;"	
život	+	-	2	t	io	o	ot	"-a 1. súhrn javov charakterizujúcich živý organizmus, biologické jestvovanie,smrť: vznik a vývin ž-a, prejavy ž-a, nejaviť známky ž-a;slnko je darcom ž-a; pohyb al. zmena zvnútra pôsobením oživujúceho princípu2. jestvovanie človeka, obdobie medzi narodením a smrťou: zachrániť si ž., obetovať ž.;mať ž. pred sebou, prežiť celý ž. v meste, ťažko pracovať cez celý ž., zapamätať si na celý ž., strpčovať niekomu ž.3. živé bytosti, organizmy: ž. v morských hlbinách, na iných planétach4. ľudská bytosť, človek: straty na ž-och, zachrániť mladý ž.5. činnosť, energia, aktivita charakteristická pre živú bytosť: byť bez ž-a, kypieť ž-om, mať chuť do ž-a6. komplex činností živej bytosti, človeka, ľudí, ich organizácií ap.: ľudský ž., ž. stromu, ž. národa;ž. mesta, školy7. spoloč., prac. proces, do kt. je človek zapojený: veda spojená so ž-om, umenie je odrazom ž-a, učiť sa pre ž., uplatniť sa v ž-e8. spôsob, ako človek žije: pokojný, veselý, búrlivý ž., mať ľahký, ťažký ž., začať nový ž.;vojenský, študentský ž.;americký spôsob ž-a9. niekt. z prejavov činnosti človeka, spoločnosti: verejný, spoločenský, rodinný ž.;politický, hudobný ž.;citový ž.10. intenzívne prejavy v istom prostredí (pohyb, ruch ap.): ž. ulice, nočný ž. mesta, vniesť nový ž. do činnosti organizácie11.trvanie v dobrom stave, životnosť : negarážované auto nemá dlhý ž., predĺžiť ž. obrazovky12.živobytie : na dedine je lacnejší ž.● → položiť za niekoho ž.;prísť o ž. zahynúť;stratiť ž. zomrieť;zaplatiť ž-om zahynúť;ide mu o ž. je v nebezpečnej situácii; ž. mu visel na vlásku, nitke bol v nebezpečenstve smrti;lúči sa so ž-om zomiera;dať ž. niekomu porodiť;prebudiť k ž-u oživiť;pripraviť o ž. usmrtiť;boj na ž. a na smrť urputný;je to → otázka ž-a a smrti;→ hlásiť sa k ž-u;mať ž. za sebou byť starý;→ škola ž-a;byť poznačený ž-om byť vyčerpaný, zostarnutý ap.;vstúpiť niekomu do ž-a;"	
živôtik	+	-	3	k	iôi	i	ik	"-a 1. život2. súčasť žen. oblečenia kryjúca hrudník; takáto časť ako súčiastka kroja: vypasovaný ž., ž. šiat;vyšívaný ž."	
životopisec	+	-	5	c	iooie	e	ec	"-scaautor životopisu: Štúrov ž."	
životopis	-	+	4	s	iooi	i		"-uopis života, biografia: vlastný ž., ž-y význačných osobností;"	
zjav	-	+	1	v	a	a		"-u 1. čo sa prejavuje navonok, čo možno pozorovať, najmä veci, udalosti a stavy v spoloč. živote, jav, úkaz: prechodný, bežný z.;to je sprievodný z. choroby2. výzor, vzhľad, zovňajšok: upútať svojím z-om3. osobnosť , postava: bol veľkým z-om národných dejín"	абстрактное понятие
zjazdár	+	-	2	r	aá	á		"-ašportovec pestujúci zjazdové disciplíny;"	
zjednotiteľ	+	-	4	ľ	eoie	e		"-a-iakto niečo zjednocuje, zjednotil: z. štátu"	
žľab	-	+	1	b	a	a		"-u 1. konštrukcia tvaru koryta na privádzanie al. odvádzanie kvapalín al. iného materiálu: odtokový, násypový ž.; odpichový ž.2. válov: naplniť ž. ovsom3. podlhovastá priehlbina v teréne, úžľabina: zostúpil ž-om k plesu;"	
zlepenec	+	-	3	c	eee	e	ec	"-ncazlepenina: z. vlasov; usadená hornina stmelená z rozlič. zložiek, konglomerát"	
zlepšovateľ	+	-	4	ľ	eoae	e		"-a-iakto podáva zlepšovacie návrhy (týkajúce sa spôsobu výroby, techniky, organizácie práce ap.);"	
žliabkovač	+	-	4	č	iaoa	a	č	"-ažliabkovací hoblík al. iný žliabkovací nástroj, stroj"	
žliaboček	+	-	4	k	iaoe	e		"-čka, žliabček -a"	
žliabček	+	-	3	k	iae	e		NOT FOUND	
žliabok	+	+	3	k	iao	o	ok	"-bka/-bku 1. : rozvádzací ž.;kŕmny ž.2. zárez, vyhĺbenina, ryha (na súčiastkach, nástrojoch ap.): ž. na doske, koleso so ž-om;"	
zločinec	+	-	3	c	oie	e	inec	"-ncakto spáchal, pácha zločin: vojnový z., chytiť, odsúdiť z-a;"	
zločin	-	+	2	n	oi	i		"-uťažké previnenie proti práv. poriadku: krvavý, vojnový z.;organizovaný z. zločinná činnosť vo väčšom meradle;z. proti ľudskosti;dopustiť sa z-u, spáchať z., odsúdiť niekoho za z."	
zlodej	+	-	2	j	oe	e		"-akto kradne, okráda: vlakový, vreckový z., z. sa vlámal do bytu;● príležitosť robí z-a;"	
zloduch	+	-	2	ch	ou	u		"-a-ovia 1. zlý duch, diabol, čert: pekelný z., vyzerá ako z.2.zlý, zlomyseľný človek"	
zlomok	-	+	2	k	oo	o	ok	"-mku 1. malá časť celku: z. centimetra, pretekár bojoval o každý z. bodu, stalo sa to v z-u sekundy; podiel čísel zapísaný pomocou zlomkovej čiary2. neúplná časť umel., obyč. lit. diela, fragment: z. legendy, rukopisu3. úlomok : z. zlata;"	
zlom	-	+	1	m	o	o		"-u 1. miesto, v kt. je niečo zlomené: z-y na koberci; porušenie pôv. uloženia hornín2. trhlina vzniknutá zlomením: skalné z-y3. náhla, prenikavá zmena, zvrat, prelom: rytmický z., revolučný z., z. vo vývine4. výrazné rozhraničenie medzi dvoma časovými úsekmi, prelom: na z-e vekov;"	
zlomyseľník	+	-	4	k	oyeí	í	ník	"-a-cizlomyseľný človek;"	
zlostník	+	-	2	k	oí	í	ník	"-a-cizlostný človek: môj muž je z."	
zlosyn	+	-	2	n	oy	y		"-a-oviakto pácha zlo, zločinec: je to podpaľač, z."	
zlozvyk	-	+	2	k	oy	y		"-uzlý zvyk, návyk: obhrýzať si nechty je z.;odvyknúť si od z-u"	
zmätok	-	+	2	k	äo	o	ok	"-tku 1. strata duš. pokoja, neistota, nepokoj: priviesť niekoho do z-u, vypukol v nej z.2. narušenie normálneho chodu života, chaos: spôsobiť z. v dome, na pracovisku vládol z.3. nesúlad, neporiadok: z. v písomnostiach;"	абстрактное понятие
zmenárnik	+	-	3	k	eái	i	ik	"-a-cipracovník v zmenárni;"	
zmenšovač	+	-	3	č	eoa	a	č	"-aprístroj na zmenšovanie"	
zmeták	+	-	2	k	eá	á	ák	"-anástroj na zametanie z vláken vsadených a pripevnených v doštičke"	
zmocnenec	+	-	3	c	oee	e	ec	"-ncasplnomocnenec: z. vlády, vojenský z."	
zmrzlinár	+	-	2	r	iá	á		"-avýrobca, predavač zmrzliny;"	
zmyselník	+	-	3	k	yeí	í	ník	"-a-cizmyselný človek, pôžitkár"	
značkár	+	-	2	r	aá	á		"-akto značkuje: z. turistických ciest, z. ingotov;"	
znakár	+	-	2	r	aá	á		"-akto pláva znak;"	
znak	-	+	1	k	a	a		NOT FOUND	
znalec	+	-	2	c	ae	e	ec	"-lcakto vie niečo posúdiť ako odborník, zo skúsenosti: úradný, súdny z. expert;z. prírody, literatúry, vína, z. ľudskej duše;"	
znečisťovateľ	+	-	5	ľ	eioae	e		"-a-iakto niečo znečisťuje: z. ovzdušia, prírody, životného prostredia;"	
žnec	+	-	1	c	e	e		"žencažatevný robotník;"	
zobáčik	+	-	3	k	oái	i	ik	NOT FOUND	
zobáčisko	+	-	4		oáio	o		NOT FOUND	
zobák	+	-	2	k	oá	á	ák	"-a 1. ostro vystupujúca zrohovatená časť vtačej hlavy: zahnutý z., pozberať, trhať potravu z-om2.ústa : zavri z.! buď ticho!●(hovor,) ako ti z. narástol ako si sa v mladosti naučil;"	
žobráčik	+	-	3	k	oái	i	ik	"-a-ovia"	
žobrák	+	-	2	k	oá	á	ák	"-a-ci 1. kto sa živí žobraním: otrhaný, slepý ž.2.veľmi chudobný človek, chudák, bedár: je to ž., nič nemá;3.mrzák, kalika, chorľavý človek: ostal ž-om na celý život;"	
žoch	+	-	1	ch	o	o		"-aveľké široké vrece: plátenný, kožený ž., ž. vlny;"	
žoldnier	+	-	3	r	oie	e		"-a 1. platený najatý vojak: rímski, stredovekí, francúzski ž-i;2.vojak : hitlerovskí ž-i;"	
žonglér	+	-	2	r	oé	é		"-aartista, kt. žongluje: cirkusový, varietný ž.;"	
zoológ	+	-	3	g	ooó	ó		"-a-oviaodborník v zoológii;"	
zootechnik	+	-	4	k	ooei	i	ik	"-a-ciodborník v zootechnike;"	
zosilňovač	+	-	4	č	oioa	a	č	"-azosilňovací prístroj: z. zvuku, z. prijímača"	
zošit	+	-	2	t	oi	i		"-a 1. zväzok zošitých listov papiera spevnených obálkou: školský z. písanka;notový z.2. časť väčšieho diela v podobe brožovanej publikácie: ukážkový z., dielo vychádza v z-och;"	
zošitok	+	-	3	k	oio	o	ok	"-tka"	
zostatok	-	+	3	k	oao	o	ok	"-tkuzvyšok, ostatok; suma, o ktorú príjmy prevyšujú výdavky: z. materiálu;pripísať z.;"	абстрактное понятие
zostup	-	+	2	p	ou	u		"-u 1. zostúpenie, zostupovanie,výstup: z. horolezcov, z. z Kriváňa2. pokles , úpadok,vzostup: z. formy (športovca);"	
zovňajšok	+	+	3	k	oao	o	ok	"-ška/-škuvonkajší vzhľad, vonkajšok: príjemný z., dbať o svoj z."	
zoznam	-	+	2	m	oa	a		"-usúpis mien, údajov; kniha s takýmto súpisom: abecedný z., z. účastníkov, z. chýb;voličské z-y;telefónny z.;"	
žráč	+	-	1	č	á	á		"-a 1.-i človek, kt. veľa je, žrút2.-e pažravé, hltavé zviera;"	
zradca	-	+	2		aa	a		"-u-oviakto zradil, zrádza: z. vlasti, udavač a z.;"	
zrak	-	+	1	k	a	a		"-u 1. zmysel na vnímanie svetla a iných viditeľných javov hmotného sveta; schopnosť vidieť; orgány tohto zmyslu: slabý z., orlí z., strácať z.;chyby z-u;2. zraky oči; pohľad: sklopiť z.;z-y sa im stretli;nespúšťať z. z niečoho, uprieť z. do diaľky;pred z-mi verejnosti pred verejnosťou;"	
žrdkár	+	-	1	r	á	á		"-aľahký atlét venujúci sa skoku o žrdi;"	
žrebčín	+	-	2	n	eí	í	ín	"-apoľnohosp. podnik, objekt na chov koní, žrebčinec"	
žrebčinec	+	-	3	c	eie	e	inec	"-ncažrebčín; podnik na udržiavanie a ošetrovanie plemenných žrebcov"	
žreb	-	+	1	b	e	e		"-u 1. lístok al. iný predmet ako prostriedok na náhodné rozhodnutie niečoho, lós: ťahať, vytiahnuť ž., padol na neho ž.2. poukážka, na kt. možno v lotérii získať peňaž. al. vecnú výhru, lós: kúpiť si ž."	артефакт
zreteľ	+	-	2	ľ	ee	e		"-a 1. sústavné všímanie si, rešpektovanie niekoho al. niečoho, ohľad: z. na potreby obyvateľstva;obrátiť z. na niečo zvýšiť záujem (o niečo);klásť hlavný z. na niečo dôraz; príslovkové určenie z-a2.stanovisko, hľadisko: politické, estetické z-e□ brať z. na niečo;(ne)spustiť zo z-a (ne)zabudnúť;mať na z-i pamätať;"	
zriaďovateľ	+	-	5	ľ	iaoae	e		"-a-iakto niečo zriaďuje : z. umeleckého súboru;"	
zrod	-	+	1	d	o	o		"-uzrodenie : z. človeka;z. štátu, z. hnutia vznik;byť v štádiu z-u"	
zubáľ	+	-	2	ľ	uá	á		"-azub(y): ostré z-e, vyceriť z-e"	
zubár	+	-	2	r	uá	á		"-azubný lekár;"	
zubisko	+	-	3		uio	o		"-a"	
zúbok	+	-	2	k	úo	o	ok	"-bka, zubček -a ;"	
zubček	+	-	2	k	ue	e		NOT FOUND	
zúfalec	+	-	3	c	úae	e	ec	NOT FOUND	
zúrivec	+	-	3	c	úie	e	ec	NOT FOUND	
žurnalista	-	+	4		uaia	a		"-unovinár;"	
žurnalizmus	-	+	4	s	uaiu	u		"-mu 1.spôsob písania typický pre novinárov: poézia zaťažená zlým ž-om, opisný ž.2.publicizmus"	абстрактное понятие
žuvanec	+	-	3	c	uae	e	ec	"-ncakus požutej potravy: ž. chleba, mäsa"	
žúžoľ	+	-	2	ľ	úo	o		"-auhoľ; čierna farba: čierny ako, ani ž. veľmi;oči ako ž. veľmi čierne;"	
zväčšovák	+	-	3	k	äoá	á	ák	"-a 1. zväčšovací prístroj2. zväčšovacie sklo"	
zvádzač	+	-	2	č	áa	a	č	"-azvodca: z. žien;"	
zväzák	+	-	2	k	äá	á	ák	"-a-cičlen mládežníckeho zväzu v býv. Česko-Slovensku v r. 1949 – 1989;"	
zväzoček	+	-	3	k	äoe	e		"-čka"	
zväz	-	+	1	z	ä	ä		"-u 1. organizácia, združenie vzniknuté spojením osôb, čiastkových organizácií na zákl. spoločných záujmov, cieľov ap., spolok, spoločenstvo: futbalový, hokejový z.;umelecké, odborové z-y;kmeňový z.;v názvoch štátov a inštitúcií: Z. sovietskych socialistických republík ( ZSSR) št. útvar v r. 1922 – 1991;Slovenský z. záhradkárov, Slovenský z. ochrancov prírody a krajiny2. vyšší bojový útvar: bojový z., z. bombardovacích lietadiel;"	
zved	+	-	1	d	e	e		"-a-oviakto vyzvedá, vyzvedač"	
zvedavec	+	-	3	c	eae	e	ec	"-vcazvedavý človek"	
zveľaďovateľ	+	-	5	ľ	eaoae	e		"-a-iakto zveľaďuje;"	
zvelebovateľ	+	-	5	ľ	eeoae	e		"-a-iakto zvelebuje: z. prírody, vlasti;"	
zveráčik	+	-	3	k	eái	i	ik	NOT FOUND	
zverák	+	-	2	k	eá	á	ák	"-anástroj na upevnenie predmetu pri jeho opracúvaní: kliešťový, železný z., čeľusť z-a;dať, upevniť do z-a● chytiť ako do z-a silno;"	артефакт
zvestovateľ	+	-	4	ľ	eoae	e		"-a-ia 1. kto niečo zvestuje: z. noviny, zlej správy2. čo svedčí o blízkom príchode niečoho, predzvesť: snežienky sú z-om jari;"	
zvierač	+	-	3	č	iea	a	č	"-ačo slúži na z(o)vieranie, zovretie:kmeňový z.; sval uzavierajúci otvor al. rúrovitý útvar: z. močového mechúra"	
zvieratník	+	-	4	k	ieaí	í	ník	"-apás oblohy pozdĺž zdanlivej dráhy Slnka rozdelený na 12 súhvezdí pomenovaných zväčša podľa zvierat: súhvezdie z-a, znamenie z-a;"	
zvon	+	-	1	n	o	o		"-a 1. kovový nástroj kužeľovitého tvaru, kt. vydáva zvuk pri nárazoch srdca na jeho steny: kostolné z-y;hlas, hlahol z-a;z-y vyzváňajú2. niečo podobné tomuto nástroju: prikryť jedlo skleným z-om;potápačský z.;gumený z. nástroj na čistenie zapchatého odtoku;sukňa do z-a šikmo strihaná● hlas ako z. silný, zvučný;srdce ako z. zdravé;srdce mu bije ako z. prudko;"	
